--------- beginning of system
I/Vold    (  247): Vold 2.1 (the revenge) firing up
D/Vold    (  247): Volume sdcard1 state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume uicc0 state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume uicc1 state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume uicc1 state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume usbotg state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume uicc0 state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume uicc1 state changing -1 (Initializing) -> 0 (No-Media)
I/Cryptfs (  247): Check if PFE is activated on Boot
W/ContextImpl( 4571): Calling a method in the system process without a qualified user: android.app.ContextImpl.startService:1699 android.content.ContextWrapper.startService:516 android.content.ContextWrapper.startService:516 com.qualcomm.cabl.CABLReceiver.onReceive:30 android.app.ActivityThread.handleReceiver:2611 
I/ActivityManager( 1971): Start proc 4609:com.sim.cit/1000 for broadcast com.sim.cit/.TransportPSensorData
W/ResourcesManager( 4609): Asset path '/system/framework/scservice.jar' does not exist or contains no resources.
W/ResourcesManager( 4609): Asset path '/system/framework/qcrilhook.jar' does not exist or contains no resources.
W/ResourcesManager( 4609): Asset path '/system/framework/qcnvitems.jar' does not exist or contains no resources.
I/ResourcesManager( 4609): Created app resources /system/app/CIT/CIT.apk android.content.res.Resources@df9a4bb: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
W/ContextImpl( 4609): Calling a method in the system process without a qualified user: android.app.ContextImpl.startService:1699 android.content.ContextWrapper.startService:516 com.qualcomm.qcrilhook.QcRilHook.<init>:102 com.qualcomm.qcnvitems.QcNvItems.<init>:62 com.sim.cit.CITTestHelper.onCreate:139 
W/ContextImpl( 4609): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1763 android.content.ContextWrapper.bindService:539 com.qualcomm.qcrilhook.QcRilHook.<init>:104 com.qualcomm.qcnvitems.QcNvItems.<init>:62 com.sim.cit.CITTestHelper.onCreate:139 
I/ActivityManager( 1971): Start proc 4638:com.android.gallery3d/u0a23 for broadcast com.android.gallery3d/org.codeaurora.gallery3d.video.DmReceiver
I/ResourcesManager( 4638): Created app resources /system/app/Gallery2/Gallery2.apk android.content.res.Resources@df9a4bb: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
I/ResourcesManager( 4571): Created app resources /system/app/PPPreference/PPPreference.apk android.content.res.Resources@ccdf416: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
W/ContextImpl( 4571): Calling a method in the system process without a qualified user: android.app.ContextImpl.startService:1699 android.content.ContextWrapper.startService:516 android.content.ContextWrapper.startService:516 com.qualcomm.display.PPReceiver.onReceive:33 android.app.ActivityThread.handleReceiver:2611 
I/ResourcesManager( 4571): Created app resources /system/app/SVIService/SVIService.apk android.content.res.Resources@1b166f84: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
W/ContextImpl( 4571): Calling a method in the system process without a qualified user: android.app.ContextImpl.startService:1699 android.content.ContextWrapper.startService:516 android.content.ContextWrapper.startService:516 com.qualcomm.svi.SVIReceiver.onReceive:30 android.app.ActivityThread.handleReceiver:2611 
I/ActivityManager( 1971): Start proc 4663:wangpos.service.silentinstaller/u0a39 for broadcast wangpos.service.silentinstaller/.BootCompleteReceiver
I/ResourcesManager( 4663): Created app resources /system/app/SilentInstaller/SilentInstaller.apk android.content.res.Resources@df9a4bb: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
I/ActivityManager( 1971): Start proc 4683:cn.weipass.unionpayservice/1000 for broadcast cn.weipass.unionpayservice/.BootReceiver
W/ActivityThread( 3971): ClassLoader.loadClass: The class loader returned by Thread.getContextClassLoader() may fail for processes that host multiple applications. You should explicitly specify a context class loader. For example: Thread.setContextClassLoader(getClass().getClassLoader());
I/ResourcesManager( 4683): Created app resources /system/app/UnionpayService/UnionpayService.apk android.content.res.Resources@df9a4bb: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
W/ContextImpl( 3678): Calling a method in the system process without a qualified user: android.app.ContextImpl.sendStickyBroadcast:1501 android.content.ContextWrapper.sendStickyBroadcast:449 android.content.ContextWrapper.sendStickyBroadcast:449 cn.wiseasy.launcher.StartupReceiver.onReceive:13 android.app.ActivityThread.handleReceiver:2611 
I/ActivityManager( 1971): Start proc 4725:cn.wiseasy.help/1000 for broadcast cn.wiseasy.help/.model.BootReceiver
I/ResourcesManager( 4725): Created app resources /system/app/WangUI3_Support/WangUI3_Support.apk android.content.res.Resources@df9a4bb: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
W/ContextImpl( 4725): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1763 android.content.ContextWrapper.bindService:539 com.wangpos.ShopManager.<init>:46 com.wangpos.ShopManager.getIstance:65 cn.wiseasy.help.core.App.onCreate:55 
I/ResourcesManager( 4725): Created app resources /system/app/webview/webview.apk android.content.res.Resources@1313d197: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
W/ContextImpl( 4725): Calling a method in the system process without a qualified user: android.app.ContextImpl.startService:1699 android.content.ContextWrapper.startService:516 android.content.ContextWrapper.startService:516 cn.wiseasy.help.model.BootReceiver.onReceive:19 android.app.ActivityThread.handleReceiver:2611 
W/ContextImpl( 3106): Calling a method in the system process without a qualified user: android.app.ContextImpl.startService:1699 android.content.ContextWrapper.startService:516 android.content.ContextWrapper.startService:516 cn.weipass.app.BootBroadcastReceiver.onReceive:45 android.app.ActivityThread.handleReceiver:2611 
W/ContextImpl( 3106): Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcast:1334 android.content.ContextWrapper.sendBroadcast:377 cn.weipass.service.WangPosService.tellLuancherStarted:686 cn.weipass.service.WangPosService.onStartCommand:561 android.app.ActivityThread.handleServiceArgs:2896 
I/ActivityManager( 1971): Start proc 4746:com.qualcomm.telephony/1000 for broadcast com.qualcomm.atfwd/.AtFwdAutoboot
I/ResourcesManager( 4746): Created app resources /system/app/atfwd/atfwd.apk android.content.res.Resources@df9a4bb: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
W/ContextImpl( 4746): Calling a method in the system process without a qualified user: android.app.ContextImpl.startService:1699 android.content.ContextWrapper.startService:516 android.content.ContextWrapper.startService:516 com.qualcomm.atfwd.AtFwdAutoboot.onReceive:24 android.app.ActivityThread.handleReceiver:2611 
I/ActivityManager( 1971): Start proc 4766:com.qualcomm.atuner/u0a47 for broadcast com.qualcomm.atuner/.ATunerAutoboot
W/ResourcesManager( 4766): Asset path '/system/framework/qcrilhook.jar' does not exist or contains no resources.
I/ResourcesManager( 4766): Created app resources /system/app/atuner/atuner.apk android.content.res.Resources@df9a4bb: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
I/ActivityManager( 1971): Killing 3391:com.android.contacts/u0a2 (adj 15): empty #17
W/ContextImpl( 3623): Calling a method in the system process without a qualified user: android.app.ContextImpl.startService:1699 android.content.ContextWrapper.startService:516 android.content.ContextWrapper.startService:516 com.qualcomm.qti.services.secureui.BootReceiver.onReceive:30 android.app.ActivityThread.handleReceiver:2611 
W/ResourcesManager( 4746): Asset path '/system/framework/qcrilhook.jar' does not exist or contains no resources.
I/ResourcesManager( 4746): Created app resources /system/app/fastdormancy/fastdormancy.apk android.content.res.Resources@1313d197: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
I/ActivityManager( 1971): Start proc 4789:cn.weipass.wangposupdate/1000 for broadcast cn.weipass.wangposupdate/.BootBroadcastReceiver
I/ResourcesManager( 4789): Created app resources /system/app/wangposupdate-release/wangposupdate-release.apk android.content.res.Resources@df9a4bb: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
W/ContextImpl( 4789): Calling a method in the system process without a qualified user: android.app.ContextImpl.startService:1699 android.content.ContextWrapper.startService:516 android.content.ContextWrapper.startService:516 cn.weipass.wangposupdate.BootBroadcastReceiver.onReceive:21 android.app.ActivityThread.handleReceiver:2611 
I/PowerManagerService( 1971): Going to sleep due to screen timeout (uid 1000)...
I/PowerManagerService( 1971): Sleeping (uid 1000)...
I/DisplayManagerService( 1971): Display device changed: DisplayDeviceInfo{"内置屏幕": uniqueId="local:0", 720 x 1280, 45.0 fps, supportedRefreshRates [45.0], density 320, 160.421 x 160.157 dpi, appVsyncOff 0, presDeadline 23222222, touch INTERNAL, rotation 0, type BUILT_IN, state OFF, FLAG_DEFAULT_DISPLAY, FLAG_ROTATES_WITH_CONTENT, FLAG_SECURE, FLAG_SUPPORTS_PROTECTED_BUFFERS}
V/ActivityManager( 1971): Display changed displayId=0
I/ActivityManager( 1971): Waited long enough for: ServiceRecord{3f57714c u0 wiseasy.com.simmanager/cn.shellinfo.simmanager.servcie.SimService}
I/ActivityManager( 1971): Waited long enough for: ServiceRecord{3bd85ac u0 com.imagealgorithmlab.barcodeservice/.ScanService}
I/ActivityManager( 1971): Waited long enough for: ServiceRecord{2b479ab0 u0 com.qualcomm.svi/.SVIService}
I/ActivityManager( 1971): Waited long enough for: ServiceRecord{23f63047 u0 com.qualcomm.atfwd/.AtFwdService}
I/ActivityManager( 1971): Waited long enough for: ServiceRecord{262aad6a u0 cn.weipass.wangposupdate/.UpdateService}
I/UsageStatsService( 1971): User[0] Flushing usage stats to disk
W/ContextImpl( 1971): Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcast:1334 com.android.internal.policy.impl.PhoneWindowManager.interceptKeyBeforeQueueing:5356 com.android.server.wm.InputMonitor.interceptKeyBeforeQueueing:370 com.android.server.input.InputManagerService.interceptKeyBeforeQueueing:1476 <bottom of call stack> 
I/PowerManagerService( 1971): Waking up from sleep (uid 1000)...
I/DisplayPowerController( 1971): Blocking screen on until initial contents have been drawn.
I/DisplayManagerService( 1971): Display device changed: DisplayDeviceInfo{"内置屏幕": uniqueId="local:0", 720 x 1280, 45.0 fps, supportedRefreshRates [45.0], density 320, 160.421 x 160.157 dpi, appVsyncOff 0, presDeadline 23222222, touch INTERNAL, rotation 0, type BUILT_IN, state ON, FLAG_DEFAULT_DISPLAY, FLAG_ROTATES_WITH_CONTENT, FLAG_SECURE, FLAG_SUPPORTS_PROTECTED_BUFFERS}
V/ActivityManager( 1971): Display changed displayId=0
I/DisplayPowerController( 1971): Unblocked screen on after 201 ms
I/ActivityManager( 1971): START u0 {flg=0x10000000 cmp=cn.wiseasy.selfchecking/.views.DeviceCheckActivity} from uid 1000 on display 0
I/ResourcesManager( 1971): Created app resources /system/app/WangUI3_DeviceTest/WangUI3_DeviceTest.apk android.content.res.Resources@12671228: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
V/WindowManager( 1971): addAppToken: AppWindowToken{38c15e27 token=Token{2e5e98e6 ActivityRecord{305b1b41 u0 cn.wiseasy.selfchecking/.views.DeviceCheckActivity t6}}} to stack=1 task=6 at 0
V/WindowManager( 1971): Adding window Window{270ddebe u0 Starting cn.wiseasy.selfchecking} at 2 of 6 (after Window{106c998b u0 cn.wiseasy.launcher/cn.wiseasy.launcher.Launcher})
I/ActivityManager( 1971): Start proc 4958:cn.wiseasy.selfchecking/1000 for activity cn.wiseasy.selfchecking/.views.DeviceCheckActivity
I/ResourcesManager( 4958): Created app resources /system/app/WangUI3_DeviceTest/WangUI3_DeviceTest.apk android.content.res.Resources@df9a4bb: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
W/ContextImpl( 4958): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1763 android.content.ContextWrapper.bindService:539 com.wangpos.ShopManager.<init>:55 com.wangpos.ShopManager.getIstance:74 cn.wiseasy.selfchecking.core.SelfApplication.onCreate:48 
I/Activity( 4958): getAppSet  resDir:/system/app/WangUI3_DeviceTest/WangUI3_DeviceTest.apk set:false
I/ResourcesManager( 3752): Created app resources /system/app/WangUI3_DeviceTest/WangUI3_DeviceTest.apk android.content.res.Resources@1417c7b4: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
V/WindowManager( 1971): Adding window Window{278595b3 u0 cn.wiseasy.selfchecking/cn.wiseasy.selfchecking.views.DeviceCheckActivity} at 2 of 7 (before Window{270ddebe u0 Starting cn.wiseasy.selfchecking})
W/InputMethodManagerService( 1971): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@12c9a9c attribute=null, token = android.os.BinderProxy@cf20722
I/PowerManagerService( 1971): Going to sleep due to screen timeout (uid 1000)...
I/PowerManagerService( 1971): Sleeping (uid 1000)...
I/DisplayManagerService( 1971): Display device changed: DisplayDeviceInfo{"内置屏幕": uniqueId="local:0", 720 x 1280, 45.0 fps, supportedRefreshRates [45.0], density 320, 160.421 x 160.157 dpi, appVsyncOff 0, presDeadline 23222222, touch INTERNAL, rotation 0, type BUILT_IN, state OFF, FLAG_DEFAULT_DISPLAY, FLAG_ROTATES_WITH_CONTENT, FLAG_SECURE, FLAG_SUPPORTS_PROTECTED_BUFFERS}
V/ActivityManager( 1971): Display changed displayId=0
I/BatteryStatsImpl( 1971): Resetting battery stats: level=95 status=2 dischargeLevel=95 lowAmount=0 highAmount=1
I/PowerManagerService( 1971): Waking up from sleep (uid 1000)...
I/DisplayPowerController( 1971): Blocking screen on until initial contents have been drawn.
I/DisplayManagerService( 1971): Display device changed: DisplayDeviceInfo{"内置屏幕": uniqueId="local:0", 720 x 1280, 45.0 fps, supportedRefreshRates [45.0], density 320, 160.421 x 160.157 dpi, appVsyncOff 0, presDeadline 23222222, touch INTERNAL, rotation 0, type BUILT_IN, state ON, FLAG_DEFAULT_DISPLAY, FLAG_ROTATES_WITH_CONTENT, FLAG_SECURE, FLAG_SUPPORTS_PROTECTED_BUFFERS}
V/ActivityManager( 1971): Display changed displayId=0
I/DisplayPowerController( 1971): Unblocked screen on after 649 ms
I/PowerManagerService( 1971): Going to sleep due to screen timeout (uid 1000)...
I/PowerManagerService( 1971): Sleeping (uid 1000)...
I/DisplayManagerService( 1971): Display device changed: DisplayDeviceInfo{"内置屏幕": uniqueId="local:0", 720 x 1280, 45.0 fps, supportedRefreshRates [45.0], density 320, 160.421 x 160.157 dpi, appVsyncOff 0, presDeadline 23222222, touch INTERNAL, rotation 0, type BUILT_IN, state OFF, FLAG_DEFAULT_DISPLAY, FLAG_ROTATES_WITH_CONTENT, FLAG_SECURE, FLAG_SUPPORTS_PROTECTED_BUFFERS}
V/ActivityManager( 1971): Display changed displayId=0
W/ContextImpl( 1971): Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcast:1334 com.android.internal.policy.impl.PhoneWindowManager.interceptKeyBeforeQueueing:5356 com.android.server.wm.InputMonitor.interceptKeyBeforeQueueing:370 com.android.server.input.InputManagerService.interceptKeyBeforeQueueing:1476 <bottom of call stack> 
I/PowerManagerService( 1971): Waking up from sleep (uid 1000)...
I/DisplayPowerController( 1971): Blocking screen on until initial contents have been drawn.
I/DisplayManagerService( 1971): Display device changed: DisplayDeviceInfo{"内置屏幕": uniqueId="local:0", 720 x 1280, 45.0 fps, supportedRefreshRates [45.0], density 320, 160.421 x 160.157 dpi, appVsyncOff 0, presDeadline 23222222, touch INTERNAL, rotation 0, type BUILT_IN, state ON, FLAG_DEFAULT_DISPLAY, FLAG_ROTATES_WITH_CONTENT, FLAG_SECURE, FLAG_SUPPORTS_PROTECTED_BUFFERS}
V/ActivityManager( 1971): Display changed displayId=0
I/DisplayPowerController( 1971): Unblocked screen on after 667 ms
W/InputMethodManagerService( 1971): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@2cad25cd attribute=android.view.inputmethod.EditorInfo@10cbbe82, token = android.os.BinderProxy@cf20722
D/WifiService( 1971): New client listening to asynchronous messages
I/EntropyMixer( 1971): Writing entropy...
W/ContextImpl( 3014): Calling a method in the system process without a qualified user: android.app.ContextImpl.startActivity:1231 android.content.ContextWrapper.startActivity:323 settings.wiseasy.com.settings.usb.PosUsbReceiver.onReceive:57 android.app.ActivityThread.handleReceiver:2611 android.app.ActivityThread.access$1700:151 
W/ContextImpl( 3014): Calling a method in the system process without a qualified user: android.app.ContextImpl.startActivity:1243 android.app.ContextImpl.startActivity:1232 android.content.ContextWrapper.startActivity:323 settings.wiseasy.com.settings.usb.PosUsbReceiver.onReceive:57 android.app.ActivityThread.handleReceiver:2611 
I/ActivityManager( 1971): START u0 {flg=0x10000000 cmp=settings.wiseasy.com.settings/.authority.SettingAuthorityActivity} from uid 1000 on display 0
I/ResourcesManager( 1971): Created app resources /system/app/WangUI3_Settings/WangUI3_Settings.apk android.content.res.Resources@2c7351c9: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
V/WindowManager( 1971): addAppToken: AppWindowToken{33c196fc token=Token{18d8bef ActivityRecord{1a7b40ce u0 settings.wiseasy.com.settings/.authority.SettingAuthorityActivity t7}}} to stack=1 task=7 at 0
I/Activity( 3014): getAppSet  resDir:/system/app/WangUI3_Settings/WangUI3_Settings.apk set:false
V/WindowManager( 1971): Adding window Window{220f26e8 u0 settings.wiseasy.com.settings/settings.wiseasy.com.settings.authority.SettingAuthorityActivity} at 3 of 8 (after Window{278595b3 u0 cn.wiseasy.selfchecking/cn.wiseasy.selfchecking.views.DeviceCheckActivity})
W/ContextImpl( 3014): Calling a method in the system process without a qualified user: android.app.ContextImpl.startActivity:1231 android.content.ContextWrapper.startActivity:323 settings.wiseasy.com.settings.usb.PosUsbReceiver.onReceive:57 android.app.ActivityThread.handleReceiver:2611 android.app.ActivityThread.access$1700:151 
W/ContextImpl( 3014): Calling a method in the system process without a qualified user: android.app.ContextImpl.startActivity:1243 android.app.ContextImpl.startActivity:1232 android.content.ContextWrapper.startActivity:323 settings.wiseasy.com.settings.usb.PosUsbReceiver.onReceive:57 android.app.ActivityThread.handleReceiver:2611 
I/ActivityManager( 1971): START u0 {flg=0x10000000 cmp=settings.wiseasy.com.settings/.authority.SettingAuthorityActivity} from uid 1000 on display 0
I/ActivityManager( 1971): START u0 {act=android.nfc.action.TAG_DISCOVERED flg=0x20000000 cmp=settings.wiseasy.com.settings/.authority.SettingAuthorityActivity (has extras)} from uid 1000 on display 0
W/ActivityManager( 1971): startActivity called from non-Activity context; forcing Intent.FLAG_ACTIVITY_NEW_TASK for: Intent { act=android.nfc.action.TAG_DISCOVERED flg=0x20000000 cmp=settings.wiseasy.com.settings/.authority.SettingAuthorityActivity (has extras) }
W/ContextImpl( 3106): Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcast:1334 android.content.ContextWrapper.sendBroadcast:377 cn.weipass.service.picc.NfcDispatcher.tryOverrides:339 cn.weipass.service.picc.NfcDispatcher.dispatchTag:124 cn.weipass.service.picc.BasePiccService.dispatchTagByTechList:381 
I/ResourcesManager( 3752): Created app resources /system/app/WangUI3_Settings/WangUI3_Settings.apk android.content.res.Resources@15149e49: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
D/TaskPersister( 1971): removeObsoleteFile: deleting file=4_task.xml
I/PowerManagerService( 1971): Going to sleep due to screen timeout (uid 1000)...
I/PowerManagerService( 1971): Sleeping (uid 1000)...
I/DisplayManagerService( 1971): Display device changed: DisplayDeviceInfo{"内置屏幕": uniqueId="local:0", 720 x 1280, 45.0 fps, supportedRefreshRates [45.0], density 320, 160.421 x 160.157 dpi, appVsyncOff 0, presDeadline 23222222, touch INTERNAL, rotation 0, type BUILT_IN, state OFF, FLAG_DEFAULT_DISPLAY, FLAG_ROTATES_WITH_CONTENT, FLAG_SECURE, FLAG_SUPPORTS_PROTECTED_BUFFERS}
V/ActivityManager( 1971): Display changed displayId=0
W/ContextImpl( 1971): Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcast:1334 com.android.internal.policy.impl.PhoneWindowManager.interceptKeyBeforeQueueing:5356 com.android.server.wm.InputMonitor.interceptKeyBeforeQueueing:370 com.android.server.input.InputManagerService.interceptKeyBeforeQueueing:1476 <bottom of call stack> 
I/PowerManagerService( 1971): Waking up from sleep (uid 1000)...
I/DisplayPowerController( 1971): Blocking screen on until initial contents have been drawn.
I/DisplayManagerService( 1971): Display device changed: DisplayDeviceInfo{"内置屏幕": uniqueId="local:0", 720 x 1280, 45.0 fps, supportedRefreshRates [45.0], density 320, 160.421 x 160.157 dpi, appVsyncOff 0, presDeadline 23222222, touch INTERNAL, rotation 0, type BUILT_IN, state ON, FLAG_DEFAULT_DISPLAY, FLAG_ROTATES_WITH_CONTENT, FLAG_SECURE, FLAG_SUPPORTS_PROTECTED_BUFFERS}
V/ActivityManager( 1971): Display changed displayId=0
I/DisplayPowerController( 1971): Unblocked screen on after 194 ms
I/PowerManagerService( 1971): Going to sleep due to screen timeout (uid 1000)...
I/PowerManagerService( 1971): Sleeping (uid 1000)...
I/DisplayManagerService( 1971): Display device changed: DisplayDeviceInfo{"内置屏幕": uniqueId="local:0", 720 x 1280, 45.0 fps, supportedRefreshRates [45.0], density 320, 160.421 x 160.157 dpi, appVsyncOff 0, presDeadline 23222222, touch INTERNAL, rotation 0, type BUILT_IN, state OFF, FLAG_DEFAULT_DISPLAY, FLAG_ROTATES_WITH_CONTENT, FLAG_SECURE, FLAG_SUPPORTS_PROTECTED_BUFFERS}
V/ActivityManager( 1971): Display changed displayId=0
W/ContextImpl( 1971): Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcast:1334 com.android.internal.policy.impl.PhoneWindowManager.interceptKeyBeforeQueueing:5356 com.android.server.wm.InputMonitor.interceptKeyBeforeQueueing:370 com.android.server.input.InputManagerService.interceptKeyBeforeQueueing:1476 <bottom of call stack> 
I/PowerManagerService( 1971): Waking up from sleep (uid 1000)...
I/DisplayPowerController( 1971): Blocking screen on until initial contents have been drawn.
I/DisplayManagerService( 1971): Display device changed: DisplayDeviceInfo{"内置屏幕": uniqueId="local:0", 720 x 1280, 45.0 fps, supportedRefreshRates [45.0], density 320, 160.421 x 160.157 dpi, appVsyncOff 0, presDeadline 23222222, touch INTERNAL, rotation 0, type BUILT_IN, state ON, FLAG_DEFAULT_DISPLAY, FLAG_ROTATES_WITH_CONTENT, FLAG_SECURE, FLAG_SUPPORTS_PROTECTED_BUFFERS}
V/ActivityManager( 1971): Display changed displayId=0
I/DisplayPowerController( 1971): Unblocked screen on after 154 ms
W/InputMethodManagerService( 1971): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@32883948 attribute=android.view.inputmethod.EditorInfo@1b2483e1, token = android.os.BinderProxy@cf20722
I/ActivityManager( 1971): Killing 3705:com.android.printspooler/u0a33 (adj 15): empty #17
I/ActivityManager( 1971): START u0 {flg=0x10000000 cmp=settings.wiseasy.com.settings/.SettingsActivity} from uid 1000 on display 0
V/WindowManager( 1971): addAppToken: AppWindowToken{9d53b8c token=Token{b6da8bf ActivityRecord{2ca98ede u0 settings.wiseasy.com.settings/.SettingsActivity t8}}} to stack=1 task=8 at 0
V/WindowManager( 1971): Adding window Window{2a21f0b7 u0 Starting settings.wiseasy.com.settings} at 2 of 6 (after Window{106c998b u0 cn.wiseasy.launcher/cn.wiseasy.launcher.Launcher})
I/Activity( 3014): getAppSet  resDir:/system/app/WangUI3_Settings/WangUI3_Settings.apk set:false
V/WindowManager( 1971): Adding window Window{106b7b45 u0 settings.wiseasy.com.settings/settings.wiseasy.com.settings.SettingsActivity} at 2 of 7 (before Window{2a21f0b7 u0 Starting settings.wiseasy.com.settings})
I/ActivityManager( 1971): START u0 {cmp=settings.wiseasy.com.settings/.device.SettingDeviceActivity} from uid 1000 on display 0
V/WindowManager( 1971): addAppToken: AppWindowToken{fda75a7 token=Token{f575e66 ActivityRecord{94d86c1 u0 settings.wiseasy.com.settings/.device.SettingDeviceActivity t8}}} to stack=1 task=8 at 1
I/Activity( 3014): getAppSet  resDir:/system/app/WangUI3_Settings/WangUI3_Settings.apk set:false
V/WindowManager( 1971): Adding window Window{10d697c0 u0 settings.wiseasy.com.settings/settings.wiseasy.com.settings.device.SettingDeviceActivity} at 3 of 7 (after Window{106b7b45 u0 settings.wiseasy.com.settings/settings.wiseasy.com.settings.SettingsActivity})
D/TaskPersister( 1971): removeObsoleteFile: deleting file=7_task.xml
D/TaskPersister( 1971): removeObsoleteFile: deleting file=7_task_thumbnail.png
I/ActivityManager( 1971): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] cmp=com.sim.cit/.MainList} from uid 1000 on display 0
W/ResourcesManager( 1971): Asset path '/system/framework/scservice.jar' does not exist or contains no resources.
W/ResourcesManager( 1971): Asset path '/system/framework/qcrilhook.jar' does not exist or contains no resources.
W/ResourcesManager( 1971): Asset path '/system/framework/qcnvitems.jar' does not exist or contains no resources.
I/ResourcesManager( 1971): Created app resources /system/app/CIT/CIT.apk android.content.res.Resources@396af64a: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
V/WindowManager( 1971): addAppToken: AppWindowToken{ea4a231 token=Token{27b79ed8 ActivityRecord{10d199bb u0 com.sim.cit/.MainList t8}}} to stack=1 task=8 at 2
I/Activity( 4609): getAppSet  resDir:/system/app/CIT/CIT.apk set:false
W/ContextImpl( 4609): Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcast:1334 android.content.ContextWrapper.sendBroadcast:377 com.sim.cit.MainList.enableHomeKey:342 com.sim.cit.MainList.onCreate:74 android.app.Activity.performCreate:6102 
V/WindowManager( 1971): Adding window Window{1611c8ee u0 com.sim.cit/com.sim.cit.MainList} at 4 of 8 (after Window{10d697c0 u0 settings.wiseasy.com.settings/settings.wiseasy.com.settings.device.SettingDeviceActivity})
I/ActivityManager( 1971): START u0 {cmp=com.sim.cit/.testitem.UsbMode} from uid 1000 on display 0
V/WindowManager( 1971): addAppToken: AppWindowToken{150b0edd token=Token{242e62b4 ActivityRecord{373d387 u0 com.sim.cit/.testitem.UsbMode t8}}} to stack=1 task=8 at 3
I/Activity( 4609): getAppSet  resDir:/system/app/CIT/CIT.apk set:false
V/WindowManager( 1971): Adding window Window{3e302123 u0 com.sim.cit/com.sim.cit.testitem.UsbMode} at 5 of 9 (after Window{1611c8ee u0 com.sim.cit/com.sim.cit.MainList})
I/ValidateNoPeople( 1971): skipping global notification
